"sleepysaurus","65e2ca88d10b98a730ec34d8","Linux","6086b15b11853c000151bd82","693b9f333357d5e38d5fa07f","2025-12-12 00:01"
"Joyenergizer","65ef376b2528c8b0fb2b5e4c","しよえ　Shiyoe","6375a42d001fcb9df8d226d9","693bdfea36e0c94d164398e3","2025-12-12 04:34"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","ぴいぇx","686c8b6c711bbdb1ecd00a6f","693be0e63357d5e38d5fcf7b","2025-12-12 04:34"
"miche","651735b2324c811102e538a6","MFon","5f0f90399cfdd81c14f510fc","693bdf073357d5e38d5fcded","2025-12-12 04:35"
"Spinner2k","6222449c68dc010001609860","tom","613563da6ab4770001681b9a","693be0633357d5e38d5fcf08","2025-12-12 04:36"
"ተክል","647734d056305f7bf5561a4e","Ringo","6046c8a097019400018ea4cf","693be0bf3357d5e38d5fcf59","2025-12-12 04:37"
"Simmo SATHSI","68cd08a9140ee4eff886dcf4","🦚DeTorontoก็็็็็็็็็็็็˘ ᵜ ˘⍝","618ca2b237a5fe00018ec7b0","693be1793357d5e38d5fcfec","2025-12-12 04:37"
"Spinner2k","6222449c68dc010001609860","Ringo","6046c8a097019400018ea4cf","693be2403357d5e38d5fd0a2","2025-12-12 04:38"
"Zezeshaka","60a4bf78880a050001dcaa70","THE_MASTER","62f6a15c8845c40754be1420","693be16936e0c94d164399f8","2025-12-12 04:39"
"amerain1729","63e33f4b3e7d8e18758fd541","kmap","612081f109fe490001ad8fdf","693be06f3357d5e38d5fcf12","2025-12-12 04:40"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","kstyko","5ead136297d6cf24a42b1ef4","693be2a536e0c94d16439ad4","2025-12-12 04:43"
"Maksonic","619d09bdc4ab7000016c68d3","Dimsumta Claus","63f619f14068eb7d4bbb134d","693be30b36e0c94d16439b18","2025-12-12 04:44"
"ThomasThTrain","5fdcf2d89f206900016dc4d2","国王","64df30f334185dd27cf839a7","693be33836e0c94d16439b31","2025-12-12 04:44"
"GEO_metry of the Earth582","6550ff75cf7966cc5dfe29fe","Dimsumta Claus","63f619f14068eb7d4bbb134d","693be2de3357d5e38d5fd12f","2025-12-12 04:44"
"Galette","5c30cf1ddfdaaa1a24324e72","Eracute","67c9f630060b64446dd214cc","693bddad36e0c94d1643976f","2025-12-12 04:45"
"Joyenergizer","65ef376b2528c8b0fb2b5e4c","THE_MASTER","62f6a15c8845c40754be1420","693be2dd36e0c94d16439af8","2025-12-12 04:46"
"M A M D A N I","684c13064e5609c20a679a0d","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693be3e736e0c94d16439b9f","2025-12-12 04:47"
"Geogizzard","6633a069c3648f4e6f786f64","GeoMoustachu","651d92713240ad2224dd0e2a","693be3b03357d5e38d5fd1f6","2025-12-12 04:47"
"ThomasThTrain","5fdcf2d89f206900016dc4d2","ferreiro","5f126427d6ca438f24009b8e","693be4a13357d5e38d5fd2c6","2025-12-12 04:48"
"kmap","612081f109fe490001ad8fdf","Joyenergizer","65ef376b2528c8b0fb2b5e4c","693be4703357d5e38d5fd2a2","2025-12-12 04:49"
"kstyko","5ead136297d6cf24a42b1ef4","国王","64df30f334185dd27cf839a7","693be3e336e0c94d16439b9c","2025-12-12 04:49"
"M A M D A N I","684c13064e5609c20a679a0d","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693be49636e0c94d16439c07","2025-12-12 04:50"
"ThomasThTrain","5fdcf2d89f206900016dc4d2","ferreiro","5f126427d6ca438f24009b8e","693be51636e0c94d16439c5d","2025-12-12 04:52"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","M A M D A N I","684c13064e5609c20a679a0d","693be56d36e0c94d16439c8c","2025-12-12 04:54"
"miche","651735b2324c811102e538a6","MFon","5f0f90399cfdd81c14f510fc","693be1fe36e0c94d16439a57","2025-12-12 04:54"
"Maksonic","619d09bdc4ab7000016c68d3","THE_MASTER","62f6a15c8845c40754be1420","693be4c33357d5e38d5fd2e5","2025-12-12 04:55"
"miche","651735b2324c811102e538a6","alvacerod","5d96feaeea473f182477ee70","693be63436e0c94d16439d08","2025-12-12 04:56"
"kmap","612081f109fe490001ad8fdf","Joyenergizer","65ef376b2528c8b0fb2b5e4c","693be5803357d5e38d5fd38e","2025-12-12 04:58"
"M A M D A N I","684c13064e5609c20a679a0d","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693be6683357d5e38d5fd471","2025-12-12 05:00"
"Elori","57d698c209f2ef93b8572689","ALFA","5b6f185f7135fa0e48b5528a","693be6c836e0c94d16439d66","2025-12-12 05:01"
"Elori","57d698c209f2ef93b8572689","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693be8333357d5e38d5fd611","2025-12-12 05:04"
"M A M D A N I","684c13064e5609c20a679a0d","ferreiro","5f126427d6ca438f24009b8e","693be82a3357d5e38d5fd607","2025-12-12 05:04"
"Eracute","67c9f630060b64446dd214cc","Magnus","679395e4205fcbaaa18ff360","693be47036e0c94d16439bee","2025-12-12 05:06"
"Lagrimita","5f32d46aca94e000015886be","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693be89d3357d5e38d5fd677","2025-12-12 05:07"
"koyaanisqatsi","6915f71cdf69814ba5b59277","GeoMoustachu","651d92713240ad2224dd0e2a","693be8193357d5e38d5fd5ed","2025-12-12 05:07"
"Żukasz","602cfd5dc397fa0001f09dfb","M A M D A N I","684c13064e5609c20a679a0d","693be8f93357d5e38d5fd6d3","2025-12-12 05:08"
"N鴯D","6409beba17491edb5a32b684","jeyjey1001","5e9dc1026ea510450800fbb9","693be8a136e0c94d16439e88","2025-12-12 05:08"
"Elori","57d698c209f2ef93b8572689","ALFA","5b6f185f7135fa0e48b5528a","693be8b63357d5e38d5fd692","2025-12-12 05:09"
"UnusuallyAwful","5ff3efec6e04400001afd46b","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693be98536e0c94d16439f21","2025-12-12 05:09"
"Lagrimita","5f32d46aca94e000015886be","ThomasThTrain","5fdcf2d89f206900016dc4d2","693be9453357d5e38d5fd719","2025-12-12 05:10"
"Lagrimita","5f32d46aca94e000015886be","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693bea013357d5e38d5fd7b7","2025-12-12 05:11"
"Żukasz","602cfd5dc397fa0001f09dfb","M A M D A N I","684c13064e5609c20a679a0d","693be99a3357d5e38d5fd759","2025-12-12 05:11"
"N鴯D","6409beba17491edb5a32b684","jeyjey1001","5e9dc1026ea510450800fbb9","693be9c63357d5e38d5fd78a","2025-12-12 05:12"
"Lagrimita","5f32d46aca94e000015886be","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693bea5a36e0c94d16439f9d","2025-12-12 05:13"
"karoxz","68601a8bf94bb6f4a9c34112","国王","64df30f334185dd27cf839a7","693bea203357d5e38d5fd7da","2025-12-12 05:14"
"M A M D A N I","684c13064e5609c20a679a0d","Żukasz","602cfd5dc397fa0001f09dfb","693bea5d3357d5e38d5fd809","2025-12-12 05:15"
"miche","651735b2324c811102e538a6","Brian of Nazareth","640a63745108b02490f0d1e2","693be6e73357d5e38d5fd4e5","2025-12-12 05:16"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","karoxz","68601a8bf94bb6f4a9c34112","693beaf23357d5e38d5fd8ae","2025-12-12 05:17"
"koyaanisqatsi","6915f71cdf69814ba5b59277","JujuMan","68c2ae1b906bbc1e0b8e63e2","693be9eb36e0c94d16439f5e","2025-12-12 05:17"
"Elori","57d698c209f2ef93b8572689","ALFA","5b6f185f7135fa0e48b5528a","693be9f53357d5e38d5fd7b0","2025-12-12 05:18"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","ThomasThTrain","5fdcf2d89f206900016dc4d2","693beba736e0c94d1643a07f","2025-12-12 05:18"
"kstyko","5ead136297d6cf24a42b1ef4","Wwookkie","5f4be16fe7f6420001cd89dc","693beadd3357d5e38d5fd898","2025-12-12 05:18"
"LeftistLeoLive解放巴勒斯坦 🇵🇸 和","60d9c5536dac910001297d14","Lagrimita","5f32d46aca94e000015886be","693beade36e0c94d16439ff2","2025-12-12 05:21"
"kstyko","5ead136297d6cf24a42b1ef4","Dimsumta Claus","63f619f14068eb7d4bbb134d","693bebfa3357d5e38d5fd99b","2025-12-12 05:22"
"koyaanisqatsi","6915f71cdf69814ba5b59277","Dimsumta Claus","63f619f14068eb7d4bbb134d","693bebbc36e0c94d1643a092","2025-12-12 05:22"
"Brzoza","60ababeffb1efa0001302754","aero","6204e99c582e1f0001bd9a43","693bebb536e0c94d1643a08e","2025-12-12 05:24"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","Lagrimita","5f32d46aca94e000015886be","693bec913357d5e38d5fda02","2025-12-12 05:26"
"fishyy","5f21225bac988f00018aff93","Von Lycaon","5fefd72c0c42b300015681c9","693bed5f36e0c94d1643a202","2025-12-12 05:26"
"LeftistLeoLive解放巴勒斯坦 🇵🇸 和","60d9c5536dac910001297d14","aero","6204e99c582e1f0001bd9a43","693bed733357d5e38d5fdabf","2025-12-12 05:28"
"ALFA","5b6f185f7135fa0e48b5528a","Maksonic","619d09bdc4ab7000016c68d3","693beca836e0c94d1643a151","2025-12-12 05:29"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","Lagrimita","5f32d46aca94e000015886be","693bedfd36e0c94d1643a27f","2025-12-12 05:30"
"LaH","61ea87207c1a7800014fb30d","gnrr","63b6a120ed1bf0b1b513dfb8","693bed753357d5e38d5fdac2","2025-12-12 05:31"
"kstyko","5ead136297d6cf24a42b1ef4","koyaanisqatsi","6915f71cdf69814ba5b59277","693becd336e0c94d1643a17b","2025-12-12 05:33"
"Elori","57d698c209f2ef93b8572689","しよえ　Shiyoe","6375a42d001fcb9df8d226d9","693bec2124e00f3d141f502c","2025-12-12 05:34"
"Lagrimita","5f32d46aca94e000015886be","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693bef1e36e0c94d1643a355","2025-12-12 05:34"
"ALFA","5b6f185f7135fa0e48b5528a","gnrr","63b6a120ed1bf0b1b513dfb8","693bef053357d5e38d5fdc0f","2025-12-12 05:35"
"fishyy","5f21225bac988f00018aff93","Monazehra","6373b7a2573490d775a27ca0","693bef493357d5e38d5fdc47","2025-12-12 05:35"
"miche","651735b2324c811102e538a6","Schlork","5b79a04e1ee010718865158c","693bed423357d5e38d5fda93","2025-12-12 05:36"
"LaH","61ea87207c1a7800014fb30d","Lagrimita","5f32d46aca94e000015886be","693befbb36e0c94d1643a3cf","2025-12-12 05:38"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","cZarnyy","5ecbdec18d6ade72cc832c5a","693bf03c3357d5e38d5fdd42","2025-12-12 05:39"
"ALFA","5b6f185f7135fa0e48b5528a","gnrr","63b6a120ed1bf0b1b513dfb8","693befde3357d5e38d5fdcd6","2025-12-12 05:41"
"しよえ　Shiyoe","6375a42d001fcb9df8d226d9","Maksonic","619d09bdc4ab7000016c68d3","693bf0743357d5e38d5fdd6c","2025-12-12 05:42"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","Lagrimita","5f32d46aca94e000015886be","693bf0e33357d5e38d5fddd0","2025-12-12 05:43"
"LaH","61ea87207c1a7800014fb30d","Simmo SATHSI","68cd08a9140ee4eff886dcf4","693bf16736e0c94d1643a509","2025-12-12 05:44"
"gnrr","63b6a120ed1bf0b1b513dfb8","ALFA","5b6f185f7135fa0e48b5528a","693bf17736e0c94d1643a513","2025-12-12 05:47"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","Lagrimita","5f32d46aca94e000015886be","693bf1f336e0c94d1643a56d","2025-12-12 05:48"
"Simmo SATHSI","68cd08a9140ee4eff886dcf4","Monazehra","6373b7a2573490d775a27ca0","693bf24b36e0c94d1643a59d","2025-12-12 05:49"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bf2e836e0c94d1643a623","2025-12-12 05:50"
"miche","651735b2324c811102e538a6","Ringo","6046c8a097019400018ea4cf","693bf12e36e0c94d1643a4e5","2025-12-12 05:50"
"gnrr","63b6a120ed1bf0b1b513dfb8","ALFA","5b6f185f7135fa0e48b5528a","693bf2aa310242e562e3843d","2025-12-12 05:51"
"しよえ　Shiyoe","6375a42d001fcb9df8d226d9","LaH","61ea87207c1a7800014fb30d","693bf2553357d5e38d5fdf24","2025-12-12 05:53"
"noui","669ccce9232879fb8fd9d987","adameq","626c3725834eacd247226547","693bf2fd36e0c94d1643a632","2025-12-12 05:53"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bf3813357d5e38d5fe044","2025-12-12 05:55"
"Simmo SATHSI","68cd08a9140ee4eff886dcf4","Monazehra","6373b7a2573490d775a27ca0","693bf31736e0c94d1643a647","2025-12-12 05:55"
"ALFA","5b6f185f7135fa0e48b5528a","gnrr","63b6a120ed1bf0b1b513dfb8","693bf3a53357d5e38d5fe065","2025-12-12 05:56"
"Magnus","679395e4205fcbaaa18ff360","Delphi","56cf8037a3b94899cc828385","693bf1c93357d5e38d5fdea6","2025-12-12 05:56"
"miche","651735b2324c811102e538a6","Ringo","6046c8a097019400018ea4cf","693bf39736e0c94d1643a69c","2025-12-12 05:56"
"ALFA","5b6f185f7135fa0e48b5528a","gnrr","63b6a120ed1bf0b1b513dfb8","693bf4ca36e0c94d1643a76c","2025-12-12 05:59"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","LaH","61ea87207c1a7800014fb30d","693bf48b36e0c94d1643a740","2025-12-12 05:59"
"Maksonic","619d09bdc4ab7000016c68d3","GeoMax","610ade6208061c000158624f","693bf41536e0c94d1643a6ed","2025-12-12 05:59"
"koyaanisqatsi","6915f71cdf69814ba5b59277","Laatsch","60c62658b2f5d60001ed3efe","693bf3bd3357d5e38d5fe07c","2025-12-12 05:59"
"ALFA","5b6f185f7135fa0e48b5528a","gnrr","63b6a120ed1bf0b1b513dfb8","693bf58f3357d5e38d5fe259","2025-12-12 06:01"
"noui","669ccce9232879fb8fd9d987","🦚DeTorontoก็็็็็็็็็็็็˘ ᵜ ˘⍝","618ca2b237a5fe00018ec7b0","693bf4ab310242e562e38454","2025-12-12 06:01"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","eeeeeeeeeeee","658e9c0361137989504ec7ee","693bf4bb36e0c94d1643a762","2025-12-12 06:02"
"Edawardz","600aa63b94b5f40001eddb27","fishyy","5f21225bac988f00018aff93","693bf53e3357d5e38d5fe214","2025-12-12 06:02"
"Simmo SATHSI","68cd08a9140ee4eff886dcf4","Monazehra","6373b7a2573490d775a27ca0","693bf4c936e0c94d1643a76b","2025-12-12 06:02"
"ferreiro","5f126427d6ca438f24009b8e","🦚DeTorontoก็็็็็็็็็็็็˘ ᵜ ˘⍝","618ca2b237a5fe00018ec7b0","693bf61d36e0c94d1643a843","2025-12-12 06:03"
"LaH","61ea87207c1a7800014fb30d","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bf5973357d5e38d5fe265","2025-12-12 06:04"
"dober","63afd486f6194fbc7dd6dce5","Lagrimita","5f32d46aca94e000015886be","693bf5053357d5e38d5fe1e1","2025-12-12 06:04"
"noui","669ccce9232879fb8fd9d987","Simmo SATHSI","68cd08a9140ee4eff886dcf4","693bf62f3357d5e38d5fe307","2025-12-12 06:04"
"gnrr","63b6a120ed1bf0b1b513dfb8","PechSP","5e9662142ad6cfadc8e2db9d","693bf5f436e0c94d1643a82e","2025-12-12 06:06"
"Ringo","6046c8a097019400018ea4cf","Delphi","56cf8037a3b94899cc828385","693bf4c83357d5e38d5fe199","2025-12-12 06:06"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","ILIA PLONKS (YT)","623798a42965f997f04b1cc1","693bf67e3357d5e38d5fe35b","2025-12-12 06:07"
"Maksonic","619d09bdc4ab7000016c68d3","eeeeeeeeeeee","658e9c0361137989504ec7ee","693bf6563357d5e38d5fe335","2025-12-12 06:07"
"しよえ　Shiyoe","6375a42d001fcb9df8d226d9","mye","67d41e251c311713fa31dd60","693bf4e836e0c94d1643a784","2025-12-12 06:08"
"LaH","61ea87207c1a7800014fb30d","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bf6b13357d5e38d5fe38b","2025-12-12 06:08"
"dober","63afd486f6194fbc7dd6dce5","noui","669ccce9232879fb8fd9d987","693bf6ce36e0c94d1643a8c0","2025-12-12 06:08"
"caicedo","682c77e5a87bfbe224df0fe8","Frozenfritz17","5b75c68b4ee03584bc706941","693bf5013357d5e38d5fe1dc","2025-12-12 06:08"
"ferreiro","5f126427d6ca438f24009b8e","fishyy","5f21225bac988f00018aff93","693bf6933357d5e38d5fe36d","2025-12-12 06:08"
"Magnus","679395e4205fcbaaa18ff360","miche","651735b2324c811102e538a6","693bf4d436e0c94d1643a770","2025-12-12 06:09"
"ThomasThTrain","5fdcf2d89f206900016dc4d2","Lagrimita","5f32d46aca94e000015886be","693bf74c36e0c94d1643a91d","2025-12-12 06:09"
"repler","624b0f92227874e6a1e26994","gnrr","63b6a120ed1bf0b1b513dfb8","693bf72936e0c94d1643a906","2025-12-12 06:11"
"noui","669ccce9232879fb8fd9d987","dober","63afd486f6194fbc7dd6dce5","693bf7dc3357d5e38d5fe4ab","2025-12-12 06:11"
"fishyy","5f21225bac988f00018aff93","ferreiro","5f126427d6ca438f24009b8e","693bf7ab36e0c94d1643a965","2025-12-12 06:11"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","ILIA PLONKS (YT)","623798a42965f997f04b1cc1","693bf7863357d5e38d5fe456","2025-12-12 06:13"
"eeeeeeeeeeee","658e9c0361137989504ec7ee","löli","63738b4fb539ae950765aee5","693bf7aa36e0c94d1643a964","2025-12-12 06:13"
"iamprofessional","5c6a4237f8f7fb63d0479e7f","GeoMax","610ade6208061c000158624f","693bf7583357d5e38d5fe42f","2025-12-12 06:13"
"ferreiro","5f126427d6ca438f24009b8e","fishyy","5f21225bac988f00018aff93","693bf8653357d5e38d5fe543","2025-12-12 06:13"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","LaH","61ea87207c1a7800014fb30d","693bf7bb36e0c94d1643a97a","2025-12-12 06:14"
"Harper","64747a72fe41a947a0d0f752","koyaanisqatsi","6915f71cdf69814ba5b59277","693bf5b636e0c94d1643a801","2025-12-12 06:14"
"ILIA PLONKS (YT)","623798a42965f997f04b1cc1","eeeeeeeeeeee","658e9c0361137989504ec7ee","693bf8dc3357d5e38d5fe5ad","2025-12-12 06:15"
"miche","651735b2324c811102e538a6","Magnus","679395e4205fcbaaa18ff360","693bf7dc36e0c94d1643a995","2025-12-12 06:15"
"adameq","626c3725834eacd247226547","noui","669ccce9232879fb8fd9d987","693bf87b3357d5e38d5fe555","2025-12-12 06:15"
"Lagrimita","5f32d46aca94e000015886be","ThomasThTrain","5fdcf2d89f206900016dc4d2","693bf8233357d5e38d5fe4fa","2025-12-12 06:16"
"GeoMax","610ade6208061c000158624f","fishyy","5f21225bac988f00018aff93","693bf8ec36e0c94d1643aa56","2025-12-12 06:16"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","LaH","61ea87207c1a7800014fb30d","693bf91c36e0c94d1643aa86","2025-12-12 06:17"
"gnrr","63b6a120ed1bf0b1b513dfb8","repler","624b0f92227874e6a1e26994","693bf87a36e0c94d1643aa07","2025-12-12 06:18"
"Maksonic","619d09bdc4ab7000016c68d3","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bf93736e0c94d1643aaa2","2025-12-12 06:18"
"dober","63afd486f6194fbc7dd6dce5","löli","63738b4fb539ae950765aee5","693bf8ca36e0c94d1643aa3f","2025-12-12 06:18"
"fishyy","5f21225bac988f00018aff93","国王","64df30f334185dd27cf839a7","693bf99936e0c94d1643aafb","2025-12-12 06:18"
"Wijn.","657979f3db414bd0da540f23","Forzapeking34 (retired)","6378e5b8df00baa4d44e4391","693bf85236e0c94d1643a9e8","2025-12-12 06:19"
"noui","669ccce9232879fb8fd9d987","Mow_Mi_Ksienciu","65567939564ddbb4b6c81c58","693bf9583357d5e38d5fe626","2025-12-12 06:19"
"francishow","6048173c50a8500001ba84d8","GeoMax","610ade6208061c000158624f","693bf9af36e0c94d1643ab0b","2025-12-12 06:21"
"noui","669ccce9232879fb8fd9d987","Forzapeking34 (retired)","6378e5b8df00baa4d44e4391","693bfa403357d5e38d5fe70e","2025-12-12 06:22"
"↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bfa1c3357d5e38d5fe6ee","2025-12-12 06:23"
"ILIA PLONKS (YT)","623798a42965f997f04b1cc1","eeeeeeeeeeee","658e9c0361137989504ec7ee","693bf99e36e0c94d1643aafd","2025-12-12 06:23"
"ferreiro","5f126427d6ca438f24009b8e","Lagrimita","5f32d46aca94e000015886be","693bf9aa3357d5e38d5fe675","2025-12-12 06:23"
"Laatsch","60c62658b2f5d60001ed3efe","Oke","67a20e7701498d7837fa1264","693bfa0936e0c94d1643ab45","2025-12-12 06:23"
"gnrr","63b6a120ed1bf0b1b513dfb8","repler","624b0f92227874e6a1e26994","693bfa073357d5e38d5fe6da","2025-12-12 06:24"
"Reborn","63a8b951fb73701f4020d786","しよえ　Shiyoe","6375a42d001fcb9df8d226d9","693bf9c63357d5e38d5fe68e","2025-12-12 06:24"
"Wijn.","657979f3db414bd0da540f23","Eracute","67c9f630060b64446dd214cc","693bfa703357d5e38d5fe744","2025-12-12 06:24"
"Delphi","56cf8037a3b94899cc828385","Ringo","6046c8a097019400018ea4cf","693bf78f3357d5e38d5fe45e","2025-12-12 06:25"
"simro_206","677eb0df9d782bd50cb2a7c2","dober","63afd486f6194fbc7dd6dce5","693bf9fd3357d5e38d5fe6cd","2025-12-12 06:26"
"adameq","626c3725834eacd247226547","GeoMax","610ade6208061c000158624f","693bfac336e0c94d1643abd5","2025-12-12 06:26"
"Mow_Mi_Ksienciu","65567939564ddbb4b6c81c58","Frozenfritz17","5b75c68b4ee03584bc706941","693bfa3f3357d5e38d5fe70d","2025-12-12 06:26"
"ferreiro","5f126427d6ca438f24009b8e","eeeeeeeeeeee","658e9c0361137989504ec7ee","693bfb3f3357d5e38d5fe808","2025-12-12 06:27"
"koyaanisqatsi","6915f71cdf69814ba5b59277","Wwookkie","5f4be16fe7f6420001cd89dc","693bfad3310242e562e38487","2025-12-12 06:27"
"francishow","6048173c50a8500001ba84d8","Laatsch","60c62658b2f5d60001ed3efe","693bfb7736e0c94d1643ac59","2025-12-12 06:28"
"repler","624b0f92227874e6a1e26994","gnrr","63b6a120ed1bf0b1b513dfb8","693bfb613357d5e38d5fe81a","2025-12-12 06:29"
"maks","6414d29eb61bfefd9d16461e","↑あほ（パフェ食べたい（笑））","64ba59fa5e29f358854d344f","693bfb6c36e0c94d1643ac4f","2025-12-12 06:29"
"noui","669ccce9232879fb8fd9d987","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bfb2e36e0c94d1643ac18","2025-12-12 06:30"
"Lagrimita","5f32d46aca94e000015886be","国王","64df30f334185dd27cf839a7","693bfbcd24e00f3d141f509f","2025-12-12 06:30"
"adameq","626c3725834eacd247226547","dober","63afd486f6194fbc7dd6dce5","693bfbfa36e0c94d1643accd","2025-12-12 06:31"
"caicedo","682c77e5a87bfbe224df0fe8","Mow_Mi_Ksienciu","65567939564ddbb4b6c81c58","693bfbd93357d5e38d5fe88b","2025-12-12 06:31"
"eeeeeeeeeeee","658e9c0361137989504ec7ee","ferreiro","5f126427d6ca438f24009b8e","693bfc353357d5e38d5fe8e1","2025-12-12 06:32"
"koyaanisqatsi","6915f71cdf69814ba5b59277","GeoMax","610ade6208061c000158624f","693bfc1c3357d5e38d5fe8c6","2025-12-12 06:32"
"Wijn.","657979f3db414bd0da540f23","Eracute","67c9f630060b64446dd214cc","693bfbad3357d5e38d5fe85b","2025-12-12 06:34"
"ferreiro","5f126427d6ca438f24009b8e","SentyRu (YouTube/Twitch)","65dc836b33066622c3ebfb88","693bfd3136e0c94d1643add9","2025-12-12 06:34"
"しよえ　Shiyoe","6375a42d001fcb9df8d226d9","Maksonic","619d09bdc4ab7000016c68d3","693bfc1c36e0c94d1643ace7","2025-12-12 06:35"
"maks","6414d29eb61bfefd9d16461e","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693bfcdc36e0c94d1643ad8d","2025-12-12 06:35"
"koyaanisqatsi","6915f71cdf69814ba5b59277","GeoMax","610ade6208061c000158624f","693bfd3224e00f3d141f50af","2025-12-12 06:35"
"Mow_Mi_Ksienciu","65567939564ddbb4b6c81c58","adameq","626c3725834eacd247226547","693bfd113357d5e38d5fe9ad","2025-12-12 06:35"
"Laatsch","60c62658b2f5d60001ed3efe","francishow","6048173c50a8500001ba84d8","693bfc9836e0c94d1643ad54","2025-12-12 06:36"
"ferreiro","5f126427d6ca438f24009b8e","SentyRu (YouTube/Twitch)","65dc836b33066622c3ebfb88","693bfda936e0c94d1643ae30","2025-12-12 06:37"
"RheinGeo (RHG)","61f983ae89e0610001619fa0","🦚DeTorontoก็็็็็็็็็็็็˘ ᵜ ˘⍝","618ca2b237a5fe00018ec7b0","693bfd5b36e0c94d1643adf2","2025-12-12 06:37"
"tom","613563da6ab4770001681b9a","simro_206","677eb0df9d782bd50cb2a7c2","693bfc9d36e0c94d1643ad58","2025-12-12 06:39"
